Id;TipoOperacion;Region;Comuna;EstaPublicada;EstaEliminada;CodigoPropiedad;Dormitorios;Banos;AñoConstruccion;FechaPublicacionDespliegue;MetrosUtiles;MetrosConstruidos;MetrosTerreno;MetrosTerraza;PrecioDesde;PrecioHasta;PrecioPesos;PrecioUF;Latitud;Longitud;CantidadVisitas;CantidadFavoritos;CantidadInteresados;Exitosa;NombreCorredora;UriFicha
1028967;Arriendo;Metropolitana;Las Condes;true;false;;3;2;0;11-06-2018;120.0;125.0;0.0;0.0;990000.0;990000.0;990000.0;35.914080459874356;-33.4257;-70.5761;89;0;0;true;Fuenzalida Propiedades - Los Militares;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/las-condes/isabel-la-catolica-av-francisco-bilbao/1028967
1104408;Arriendo;Metropolitana;Vitacura;true;false;;4;4;0;23-10-2018;265.0;300.0;0.0;0.0;2700000.0;2700000.0;2700000.0;97.9474921632937;-33.3649;-70.5482;26;0;0;true;Fuenzalida Propiedades Vitacura;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/vitacura/lo-curro-camino-santa-teresa/1104408
1072550;Arriendo;Valparaiso;Concón;true;false;;1;1;0;23-08-2018;36.0;42.0;0.0;0.0;330000.0;330000.0;330000.0;11.971360153291453;-32.9498;-71.5406;134;1;0;true;Fuenzalida Propiedades Reñaca;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/concon/pinares-de-montemar-pinares-de-montemar/1072550
1103003;Arriendo;Valparaiso;Concón;true;false;;3;3;0;20-10-2018;101.0;120.0;0.0;0.0;750000.0;750000.0;750000.0;27.20763671202603;-32.9473;-71.5476;54;0;0;true;Fuenzalida Propiedades Las Tranqueras;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/concon/bosques-de-montemar-las-dunas/1103003
1002360;Arriendo;Valparaiso;Concón;true;false;;2;2;0;02-05-2018;65.0;70.0;0.0;0.0;380000.0;380000.0;380000.0;13.785202600759854;-32.9424;-71.5452;300;0;0;true;Fuenzalida Propiedades Reñaca;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/concon/bosques-de-montemar-concon/1002360
1124357;Arriendo;Metropolitana;Independencia;true;false;;2;1;0;27-11-2018;50.0;52.0;0.0;0.0;330000.0;330000.0;330000.0;11.971360153291453;-33.4115;-70.6591;155;1;5;true;Fuenzalida Paseo Bulnes;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/independencia/hipodromo-de-chile-avenida-independencia/1124357
1121377;Arriendo;Metropolitana;Independencia;true;false;;2;1;0;24-11-2018;40.0;42.0;0.0;0.0;300000.0;300000.0;300000.0;10.883054684810412;-33.4174;-70.6565;217;2;9;true;Fuenzalida Propiedades Santiago Centro;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/independencia/hospital-j-j-aguirre-independencia-zanartu/1121377
1068919;Arriendo;Metropolitana;Independencia;true;false;;2;1;0;17-08-2018;43.0;43.0;0.0;0.0;330000.0;330000.0;330000.0;11.971360153291453;-33.4103;-70.6546;561;4;17;true;Fuenzalida Paseo Bulnes;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/independencia/hospital-j-j-aguirre-ex-hospital-san-jose/1068919
1069068;Arriendo;Valparaiso;Concón;true;false;;2;2;0;17-08-2018;82.0;72.0;0.0;0.0;430000.0;430000.0;430000.0;15.599045048228257;-32.9328;-71.5455;66;0;0;true;Fuenzalida - Viña Del Mar.;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/concon/costa-de-montemar-costa-de-montemar/1069068
977777;Arriendo;Valparaiso;Concón;true;false;;2;2;0;29-03-2018;72.0;86.0;0.0;0.0;500000.0;500000.0;500000.0;18.13842447468402;-32.935;-71.5469;127;0;0;true;Fuenzalida - Viña Del Mar.;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/concon/costa-de-montemar-costa-de-montemar/977777
1090554;Arriendo;Valparaiso;Concón;true;false;;2;2;0;29-09-2018;60.0;60.0;0.0;0.0;475000.0;475000.0;475000.0;17.231503250949817;-32.9336;-71.5459;70;0;0;true;Fuenzalida Propiedades Reñaca;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/concon/costa-de-montemar-costa-de-montemar/1090554
955984;Arriendo;Valparaiso;Concón;true;false;;1;1;0;22-02-2018;58.0;58.0;0.0;0.0;400000.0;400000.0;400000.0;14.510739579747217;-32.9362;-71.5473;143;0;0;true;Fuenzalida - Viña Del Mar.;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/concon/costa-de-montemar-costa-de-montemar/955984
984490;Arriendo;Valparaiso;Concón;true;false;;2;2;0;09-04-2018;67.0;67.0;0.0;0.0;450000.0;450000.0;450000.0;16.324582027215616;-32.9336;-71.5485;134;0;0;true;Fuenzalida Propiedades Reñaca;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/concon/costa-de-montemar/984490
1126956;Arriendo;Valparaiso;Concón;true;false;;3;2;0;30-11-2018;90.0;110.0;0.0;0.0;600000.0;600000.0;600000.0;21.766109369620825;-32.9345;-71.5469;20;0;0;true;Fuenzalida Propiedades Reñaca;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/concon/costa-de-montemar-costa-de-montemar/1126956
929469;Arriendo;Metropolitana;Providencia;true;false;;2;1;0;30-12-2017;70.0;90.0;0.0;0.0;650000.0;650000.0;650000.0;23.579951817089224;-33.4416;-70.6082;184;0;2;true;Fuenzalida Propiedades La Reina;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/providencia/metro-ines-de-suarez/929469
1131184;Arriendo;Metropolitana;Providencia;true;false;;1;1;0;04-12-2018;45.0;50.0;0.0;0.0;450000.0;450000.0;450000.0;16.324582027215616;-33.4264;-70.5927;127;0;3;true;Fuenzalida Propiedades Los Dominicos;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/providencia/metro-colon-tobalaba/1131184
827068;Arriendo;Metropolitana;Providencia;true;false;;1;2;0;07-07-2017;60.0;60.0;0.0;0.0;600000.0;600000.0;600000.0;21.766109369620825;-33.4262;-70.5911;243;3;3;true;Fuenzalida Paseo Bulnes;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/providencia/metro-cristobal-colon/827068
1003349;Arriendo;Metropolitana;Vitacura;true;false;;3;3;0;04-05-2018;308.0;333.0;0.0;0.0;130.0;130.0;3583552.0;130.0;-33.3738;-70.5434;83;0;0;true;Bórquez y Asociados;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/vitacura/santa-teresa-de-los-andes-vitacura/1003349
1072524;Arriendo;Metropolitana;Providencia;true;false;;3;3;0;23-08-2018;80.0;87.0;0.0;0.0;690000.0;690000.0;690000.0;25.03102577506395;-33.4322;-70.5957;243;1;1;true;Fuenzalida Propiedades El Golf;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/providencia/colegio-san-ignacio-club-providencia/1072524
1113482;Arriendo;Metropolitana;Providencia;true;false;;2;2;0;08-11-2018;75.0;93.0;0.0;0.0;600000.0;600000.0;600000.0;21.766109369620825;-33.4337;-70.5989;150;4;7;true;Fuenzalida Propiedades Providencia;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/providencia/pocuro-roberto-del-rio-pocuro/1113482
958195;Arriendo;Metropolitana;Providencia;true;false;;4;3;0;24-02-2018;130.0;146.0;0.0;0.0;1200000.0;1200000.0;1200000.0;43.53221873924165;-33.4307;-70.5961;128;1;0;true;Fuenzalida Propiedades Providencia;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/providencia/metro-colon-el-bosque-las-dalias/958195
812783;Arriendo;Metropolitana;Vitacura;true;false;;1;3;0;08-06-2017;330.0;340.0;0.0;0.0;3500000.0;3500000.0;3500000.0;126.96897132278814;-33.3896;-70.5801;82;0;0;true;Fuenzalida Propiedades Vitacura;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/vitacura/estadio-manquehue/812783
1120081;Arriendo;Metropolitana;Lo Barnechea;true;false;;3;3;0;24-11-2018;138.0;181.0;0.0;0.0;1200000.0;1200000.0;1200000.0;43.53221873924165;-33.3691;-70.5072;37;0;1;true;Fuenzalida Propiedades Vitacura;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/lo-barnechea/lider-la-dehesa-mall-sport/1120081
1089056;Arriendo;Metropolitana;Lo Barnechea;true;false;;3;2;0;27-09-2018;72.0;72.0;0.0;0.0;650000.0;650000.0;650000.0;23.579951817089224;-33.3626;-70.5096;115;2;1;true;Fuenzalida Propiedades La Dehesa;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/lo-barnechea/la-dehesa-antigua-la-dehesa/1089056
947273;Arriendo;Metropolitana;Macul;true;false;;3;2;0;02-02-2018;86.0;89.0;0.0;0.0;530000.0;530000.0;530000.0;19.22672994316506;-33.4872;-70.5978;404;3;4;true;Fuenzalida Ñuñoa;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/macul/villa-macul-armando-moock-v-huidobro/947273
